order_id,customer_name,customer_address,order_date,status,item_name,quantity,total_amount
OR2024-031398,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-05-28,Preparing,Sticky Notes 75x75mm,2,475.00
OR2024-031399,Maria Santos,"45 Mabini Ave., Makati City",2024-09-17,To Ship,Thumb Tacks 100pcs,2,4530.00
OR2024-031399,Maria Santos,"45 Mabini Ave., Makati City",2024-09-17,To Ship,Mop Bucket with Wringer,2,4530.00
OR2024-031399,Maria Santos,"45 Mabini Ave., Makati City",2024-09-17,To Ship,Whiteboard Sheet Roll,3,4530.00
OR2024-031403,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-08-17,Received,Cotton Balls 100pcs,2,50.00
OR2024-031406,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-11-28,To Ship,Staples 1000pcs,3,245.00
OR2024-031406,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-11-28,To Ship,Stapler Standard,2,245.00
OR2024-031407,Maria Santos,"45 Mabini Ave., Makati City",2024-08-08,Received,Highlighter Assorted Colors 12pcs,1,381.00
OR2024-031407,Maria Santos,"45 Mabini Ave., Makati City",2024-08-08,Received,Sticky Flags 25mm,2,381.00
OR2024-031407,Maria Santos,"45 Mabini Ave., Makati City",2024-08-08,Received,Highlighter Assorted Colors 12pcs,3,381.00
OR2024-031407,Maria Santos,"45 Mabini Ave., Makati City",2024-08-08,Received,Construction Paper Assorted,1,381.00
OR2024-031408,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-19,Received,File Folder A4 50pcs,2,161.00
OR2024-031408,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-19,Received,Graph Paper Pad A4 50 sheets,1,161.00
OR2024-031408,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-19,Received,Cotton Balls 100pcs,1,161.00
OR2024-031412,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-01,Received,Printer Paper A3 500 sheets,1,765.00
OR2024-031412,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-01,Received,Cotton Balls 100pcs,3,765.00
OR2024-031412,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-01,Received,Highlighter Assorted Colors 12pcs,3,765.00
OR2024-031413,Sophia Navarro,"14 Lacson St., Bacolod City",2024-05-19,Preparing,PVC Binding Cover A4,3,750.00
OR2024-031416,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-30,Received,Adhesive Bandages 100pcs,2,1910.00
OR2024-031416,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-30,Received,Desktop Organizer Wood,1,1910.00
OR2024-031416,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-30,Received,Face Mask 50pcs,1,1910.00
OR2024-031416,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-30,Received,Spiral Coil Bind 10mm,3,1910.00
OR2024-031418,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-10-28,Received,Sticky Flags 25mm,2,1836.00
OR2024-031418,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-10-28,Received,Laptop Stand Aluminum,3,1836.00
OR2024-031418,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-10-28,Received,VGA to HDMI Adapter,3,1836.00
OR2024-031418,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-10-28,Received,Sticky Flags 75mm,2,1836.00
OR2024-031420,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-11-05,Received,File Folder A4 50pcs,1,93.00
OR2024-031420,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-11-05,Received,Cotton Balls 100pcs,3,93.00
OR2024-031421,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-11-04,Received,VGA to HDMI Adapter,1,8260.00
OR2024-031421,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-11-04,Received,HP 684 Tri-Color Ink,3,8260.00
OR2024-031421,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-11-04,Received,Office Chair Mid-Back,3,8260.00
OR2024-031421,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-11-04,Received,Compass and Protractor Set,1,8260.00
OR2024-031422,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-04-12,Received,Mop Bucket with Wringer,3,4915.00
OR2024-031422,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-04-12,Received,Glue Gun Small,3,4915.00
OR2024-031422,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-04-12,Received,Sticky Notes 50x50mm,3,4915.00
OR2024-031422,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-04-12,Received,Paper Clips 50pcs,1,4915.00
OR2024-031423,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-11-06,Cancelled,Glue Gun Small,2,240.00
OR2024-031429,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-08-11,Received,Binder 2-inch D-Ring,2,300.00
OR2024-031431,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-04-24,Received,Laptop Stand Aluminum,2,700.00
OR2024-031432,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-11-19,Received,Desk Organizer Tray,3,360.00
OR2024-031433,Sophia Navarro,"14 Lacson St., Bacolod City",2024-08-03,Cancelled,Binder 2-inch D-Ring,1,150.00
OR2024-031437,Maria Santos,"45 Mabini Ave., Makati City",2024-07-12,Received,Rubber Bands 500g,2,420.00
OR2024-031437,Maria Santos,"45 Mabini Ave., Makati City",2024-07-12,Received,Desk Pen Holder,2,420.00
OR2024-031439,Daniel Cruz,"3 Session Rd., Baguio City",2024-01-25,Preparing,Ballpoint Pen Blue 10pcs,2,690.00
OR2024-031439,Daniel Cruz,"3 Session Rd., Baguio City",2024-01-25,Preparing,Trash Bag Black Large,2,690.00
OR2024-031439,Daniel Cruz,"3 Session Rd., Baguio City",2024-01-25,Preparing,Waste Basket Mesh,3,690.00
OR2024-031440,Daniel Cruz,"3 Session Rd., Baguio City",2024-05-10,Received,Cotton Balls 100pcs,2,600.00
OR2024-031440,Daniel Cruz,"3 Session Rd., Baguio City",2024-05-10,Received,Cork Board 2x3ft,1,600.00
OR2024-031441,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-28,Received,Sticky Notes 75x75mm,3,3685.00
OR2024-031441,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-28,Received,Glue Gun Small,3,3685.00
OR2024-031441,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-28,Received,Spiral Coil Bind 10mm,2,3685.00
OR2024-031441,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-28,Received,First Aid Kit Box,3,3685.00
OR2024-031442,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-05-27,To Ship,Desk Pen Holder,2,540.00
OR2024-031442,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-05-27,To Ship,HP 680 Black Ink Cartridge,3,540.00
OR2024-031443,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-07-11,Received,Staples 1000pcs,2,2880.00
OR2024-031443,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-07-11,Received,Laser Toner Cartridge 85A,3,2880.00
OR2024-031444,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-20,Cancelled,Mousepad Extended,1,346.00
OR2024-031444,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-20,Cancelled,Sticky Flags 25mm,2,346.00
OR2024-031444,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-20,Cancelled,Trash Bag Black Large,2,346.00
OR2024-031445,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-05,Received,Cotton Balls 100pcs,1,37.00
OR2024-031445,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-05,Received,Binder Clips 24pcs,1,37.00
OR2024-031446,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-03-25,Received,Soft Broom (Tambo),1,245.00
OR2024-031446,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-03-25,Received,Floor Wax Red,1,245.00
OR2024-031448,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-12-23,To Ship,Glue Stick 20g,3,940.00
OR2024-031448,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-12-23,To Ship,Paper Clips 50pcs,3,940.00
OR2024-031448,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-12-23,To Ship,Webcam 1080p,1,940.00
OR2024-031450,Sophia Navarro,"14 Lacson St., Bacolod City",2024-12-08,Received,Laser Toner Cartridge 85A,1,1070.00
OR2024-031450,Sophia Navarro,"14 Lacson St., Bacolod City",2024-12-08,Received,Waste Basket Mesh,1,1070.00
OR2024-031458,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-12-28,Preparing,Eraser Large,1,64.00
OR2024-031458,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-12-28,Preparing,File Folder A4 50pcs,3,64.00
OR2024-031461,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-07,Received,First Aid Kit Box,3,2600.00
OR2024-031461,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-07,Received,Whiteboard Eraser,1,2600.00
OR2024-031462,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-02-17,Received,Floor Wax Red,1,119.00
OR2024-031462,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-02-17,Received,Binder Clips 24pcs,2,119.00
OR2024-031464,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-06-09,To Ship,Sticky Notes 75x75mm,1,5045.00
OR2024-031464,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-06-09,To Ship,Mop Bucket with Wringer,3,5045.00
OR2024-031464,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-06-09,To Ship,Glue Stick 20g,1,5045.00
OR2024-031464,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-06-09,To Ship,Whiteboard Sheet Roll,1,5045.00
OR2024-031466,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-08-23,Received,Desk Pen Holder,1,90.00
OR2024-031467,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-05-25,Preparing,Sticky Flags 75mm,2,20.00
OR2024-031468,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-23,To Ship,Office Chair Mid-Back,3,8600.00
OR2024-031468,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-23,To Ship,Chart Paper Roll 50m,3,8600.00
OR2024-031468,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-23,To Ship,Sticky Notes 75x75mm,2,8600.00
OR2024-031469,Maria Santos,"45 Mabini Ave., Makati City",2024-06-20,Received,Sticky Flags 25mm,2,156.00
OR2024-031469,Maria Santos,"45 Mabini Ave., Makati City",2024-06-20,Received,Floor Wax Red,1,156.00
OR2024-031469,Maria Santos,"45 Mabini Ave., Makati City",2024-06-20,Received,Sticky Notes 50x50mm,3,156.00
OR2024-031472,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-06-13,Preparing,Office Chair Mid-Back,3,7500.00
OR2024-031473,Ana Villanueva,"12 Burgos St., Cebu City",2024-02-28,Cancelled,Sticky Notes 50x50mm,1,15.00
OR2024-031477,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-02-23,Received,Laptop Stand Aluminum,2,724.00
OR2024-031477,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-02-23,Received,Sticky Flags 25mm,3,724.00
OR2024-031478,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-04,Preparing,Chart Paper Roll 50m,3,1680.00
OR2024-031478,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-04,Preparing,Desk Pen Holder,2,1680.00
OR2024-031478,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-04,Preparing,Power Bank 10000mAh,1,1680.00
OR2024-031479,Ana Villanueva,"12 Burgos St., Cebu City",2024-11-23,Received,Whiteboard Eraser,2,1130.00
OR2024-031479,Ana Villanueva,"12 Burgos St., Cebu City",2024-11-23,Received,Desk Organizer Tray,1,1130.00
OR2024-031479,Ana Villanueva,"12 Burgos St., Cebu City",2024-11-23,Received,Eraser Large,1,1130.00
OR2024-031479,Ana Villanueva,"12 Burgos St., Cebu City",2024-11-23,Received,Printer Paper A3 500 sheets,2,1130.00
OR2024-031484,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-05-09,Received,Sticky Flags 75mm,1,30.00
OR2024-031484,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-05-09,Received,Index Divider Tabs 5pcs,1,30.00
OR2024-031485,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-04-20,Received,Construction Paper Assorted,2,775.00
OR2024-031485,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-04-20,Received,Oil Pastels 36pcs,3,775.00
OR2024-031485,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-04-20,Received,Cotton Balls 100pcs,1,775.00
OR2024-031487,Sophia Navarro,"14 Lacson St., Bacolod City",2024-05-24,Received,Face Mask 50pcs,2,1300.00
OR2024-031487,Sophia Navarro,"14 Lacson St., Bacolod City",2024-05-24,Received,Floor Lamp LED,1,1300.00
OR2024-031490,Daniel Cruz,"3 Session Rd., Baguio City",2024-04-25,To Ship,Sticky Flags 75mm,3,30.00
OR2024-031492,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-12,Received,Glass Cleaner Spray,2,5270.00
OR2024-031492,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-12,Received,Whiteboard Sheet Roll,3,5270.00
OR2024-031492,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-12,Received,Cork Board 2x3ft,3,5270.00
OR2024-031492,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-12,Received,Laser Toner Cartridge 85A,2,5270.00
OR2024-031494,Sophia Navarro,"14 Lacson St., Bacolod City",2024-01-30,Received,Cotton Balls 100pcs,3,75.00
OR2024-031495,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-10,Received,Index Divider Tabs 5pcs,3,620.00
OR2024-031495,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-10,Received,Construction Paper Assorted,1,620.00
OR2024-031495,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-10,Received,Binder 2-inch D-Ring,3,620.00
OR2024-031495,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-10,Received,Trash Bag Black Large,1,620.00
OR2024-031496,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-04-18,Received,Adhesive Bandages 100pcs,1,400.00
OR2024-031496,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-04-18,Received,Whiteboard Eraser,2,400.00
OR2024-031496,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-04-18,Received,HP 684 Tri-Color Ink,1,400.00
OR2024-031497,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-11-01,Received,Desktop Organizer Wood,2,1300.00
OR2024-031497,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-11-01,Received,VGA to HDMI Adapter,1,1300.00
OR2024-031497,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-11-01,Received,Soft Broom (Tambo),1,1300.00
OR2024-031500,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-09-03,Received,File Pocket PVC A4,1,1839.00
OR2024-031500,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-09-03,Received,Printer Paper A3 500 sheets,2,1839.00
OR2024-031500,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-09-03,Received,Printer Paper A3 500 sheets,2,1839.00
OR2024-031500,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-09-03,Received,Binder Clips 24pcs,2,1839.00
OR2024-031501,Sophia Navarro,"14 Lacson St., Bacolod City",2024-12-14,Received,Thumb Tacks 100pcs,3,95.00
OR2024-031501,Sophia Navarro,"14 Lacson St., Bacolod City",2024-12-14,Received,Cotton Balls 100pcs,2,95.00
OR2024-031503,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-19,Preparing,Glue Gun Small,1,432.00
OR2024-031503,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-19,Preparing,Ballpoint Pen Blue 10pcs,3,432.00
OR2024-031503,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-19,Preparing,Binder Clips 24pcs,1,432.00
OR2024-031504,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-28,Received,Glue Stick Large 40g,3,90.00
OR2024-031504,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-28,Received,File Pocket PVC A4,1,90.00
OR2024-031505,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-10-31,Preparing,Glue Stick 20g,2,960.00
OR2024-031505,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-10-31,Preparing,Laminating Film A4,2,960.00
OR2024-031505,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-10-31,Preparing,Eraser Large,2,960.00
OR2024-031510,Maria Santos,"45 Mabini Ave., Makati City",2024-08-27,Received,Glue Gun Small,2,250.00
OR2024-031510,Maria Santos,"45 Mabini Ave., Makati City",2024-08-27,Received,Eraser Large,1,250.00
OR2024-031511,Ana Villanueva,"12 Burgos St., Cebu City",2024-06-05,Received,Glue Stick 20g,3,170.00
OR2024-031511,Ana Villanueva,"12 Burgos St., Cebu City",2024-06-05,Received,Glass Cleaner Spray,1,170.00
OR2024-031512,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-05,Received,Waste Basket Mesh,2,625.00
OR2024-031512,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-05,Received,Adhesive Bandages 100pcs,2,625.00
OR2024-031512,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-05,Received,Glue Stick Large 40g,1,625.00
OR2024-031518,Daniel Cruz,"3 Session Rd., Baguio City",2024-01-01,Cancelled,VGA to HDMI Adapter,2,3200.00
OR2024-031518,Daniel Cruz,"3 Session Rd., Baguio City",2024-01-01,Cancelled,Power Bank 10000mAh,2,3200.00
OR2024-031518,Daniel Cruz,"3 Session Rd., Baguio City",2024-01-01,Cancelled,Printer Paper A3 500 sheets,2,3200.00
OR2024-031518,Daniel Cruz,"3 Session Rd., Baguio City",2024-01-01,Cancelled,Power Bank 10000mAh,2,3200.00
OR2024-031520,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-04-30,Received,Binder 2-inch D-Ring,1,650.00
OR2024-031520,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-04-30,Received,PVC Binding Cover A4,2,650.00
OR2024-031521,Sophia Navarro,"14 Lacson St., Bacolod City",2024-09-24,Received,Desktop Organizer Wood,2,900.00
OR2024-031522,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-01,Preparing,File Pocket PVC A4,1,110.00
OR2024-031522,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-01,Preparing,Staples 1000pcs,3,110.00
OR2024-031522,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-01,Preparing,Face Mask 50pcs,1,110.00
OR2024-031526,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-30,Received,Eraser Large,2,170.00
OR2024-031526,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-30,Received,Whiteboard Eraser,3,170.00
OR2024-031528,Ana Villanueva,"12 Burgos St., Cebu City",2024-01-11,Preparing,Whiteboard Eraser,2,1310.00
OR2024-031528,Ana Villanueva,"12 Burgos St., Cebu City",2024-01-11,Preparing,Desk Pen Holder,1,1310.00
OR2024-031528,Ana Villanueva,"12 Burgos St., Cebu City",2024-01-11,Preparing,First Aid Kit Box,1,1310.00
OR2024-031528,Ana Villanueva,"12 Burgos St., Cebu City",2024-01-11,Preparing,Desk Pen Holder,3,1310.00
OR2024-031529,Maria Santos,"45 Mabini Ave., Makati City",2024-01-20,Preparing,Whiteboard Sheet Roll,3,1500.00
OR2024-031530,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-07-11,Received,File Pocket PVC A4,1,15.00
OR2024-031532,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-09-27,Cancelled,Face Mask 50pcs,1,500.00
OR2024-031532,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-09-27,Cancelled,Compass and Protractor Set,3,500.00
OR2024-031533,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-08-17,Received,Trash Bag Black Large,3,2895.00
OR2024-031533,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-08-17,Received,Laptop Stand Aluminum,1,2895.00
OR2024-031533,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-08-17,Received,Laser Toner Cartridge 85A,2,2895.00
OR2024-031533,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-08-17,Received,Desktop Organizer Wood,1,2895.00
OR2024-031534,Ana Villanueva,"12 Burgos St., Cebu City",2024-01-08,Preparing,Glue Stick Large 40g,1,155.00
OR2024-031534,Ana Villanueva,"12 Burgos St., Cebu City",2024-01-08,Preparing,Eraser Large,1,155.00
OR2024-031534,Ana Villanueva,"12 Burgos St., Cebu City",2024-01-08,Preparing,Waste Basket Mesh,1,155.00
OR2024-031535,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-07-19,Received,Oil Pastels 36pcs,3,1170.00
OR2024-031535,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-07-19,Received,Face Mask 50pcs,3,1170.00
OR2024-031535,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-07-19,Received,Rubber Bands 500g,3,1170.00
OR2024-031537,Daniel Cruz,"3 Session Rd., Baguio City",2024-05-17,Received,Waste Basket Mesh,1,1680.00
OR2024-031537,Daniel Cruz,"3 Session Rd., Baguio City",2024-05-17,Received,Desk Organizer Tray,2,1680.00
OR2024-031537,Daniel Cruz,"3 Session Rd., Baguio City",2024-05-17,Received,Desk Pen Holder,2,1680.00
OR2024-031537,Daniel Cruz,"3 Session Rd., Baguio City",2024-05-17,Received,Watercolor Set 24pcs,3,1680.00
OR2024-031539,Daniel Cruz,"3 Session Rd., Baguio City",2024-05-07,To Ship,Paper Clips 50pcs,3,30.00
OR2024-031541,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-04-11,Received,Cork Board 2x3ft,1,1750.00
OR2024-031541,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-04-11,Received,Floor Lamp LED,1,1750.00
OR2024-031545,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-11-02,Received,Waste Basket Mesh,3,630.00
OR2024-031545,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-11-02,Received,Staples 1000pcs,2,630.00
OR2024-031545,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-11-02,Received,Desk Organizer Tray,2,630.00
OR2024-031548,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-12-18,Received,Index Divider Tabs 5pcs,3,420.00
OR2024-031548,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-12-18,Received,Desk Organizer Tray,3,420.00
OR2024-031549,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-04,Cancelled,Printer Paper A3 500 sheets,3,1920.00
OR2024-031549,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-04,Cancelled,Adhesive Bandages 100pcs,3,1920.00
OR2024-031549,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-04,Cancelled,Staples 1000pcs,2,1920.00
OR2024-031550,Maria Santos,"45 Mabini Ave., Makati City",2024-02-19,Preparing,Staples 1000pcs,1,15.00
OR2024-031551,Sophia Navarro,"14 Lacson St., Bacolod City",2024-12-01,Preparing,Binder Clips 24pcs,1,12.00
OR2024-031554,Daniel Cruz,"3 Session Rd., Baguio City",2024-10-27,To Ship,Mousepad Extended,1,976.00
OR2024-031554,Daniel Cruz,"3 Session Rd., Baguio City",2024-10-27,To Ship,Watercolor Set 24pcs,2,976.00
OR2024-031554,Daniel Cruz,"3 Session Rd., Baguio City",2024-10-27,To Ship,Sticky Flags 25mm,2,976.00
OR2024-031555,Maria Santos,"45 Mabini Ave., Makati City",2024-08-26,Received,Office Chair Mid-Back,1,2900.00
OR2024-031555,Maria Santos,"45 Mabini Ave., Makati City",2024-08-26,Received,Compass and Protractor Set,2,2900.00
OR2024-031555,Maria Santos,"45 Mabini Ave., Makati City",2024-08-26,Received,Face Mask 50pcs,2,2900.00
